@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715123-0172,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49300179,NE-49300179,DON TRIB: EA BECK SYSTEM - AD HOC,2023-01-09T09:55:00,Chloride Ion,Chloride,0172,"",47,"",mg/l,RIVER / RUNNING SURFACE WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),460231,410875
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715123-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49300179,NE-49300179,DON TRIB: EA BECK SYSTEM - AD HOC,2023-01-09T09:55:00,Nitrite-N,Nitrite as N,0118,"",0.035,"",mg/l,RIVER / RUNNING SURFACE WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),460231,410875
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715123-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49300179,NE-49300179,DON TRIB: EA BECK SYSTEM - AD HOC,2023-01-09T09:55:00,Temp Water,Temperature of Water,0076,"",5.5,"",cel,RIVER / RUNNING SURFACE WATER,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),460231,410875
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715444-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49300307,NE-49300307,BARLOW (OVERLEES) WPC WORKS FINAL,2023-01-09T11:00:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,"",26,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,433900,375600
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715444-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49300307,NE-49300307,BARLOW (OVERLEES) WPC WORKS FINAL,2023-01-09T11:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",10,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,433900,375600
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715444-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49300307,NE-49300307,BARLOW (OVERLEES) WPC WORKS FINAL,2023-01-09T11:00:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",1.7,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,433900,375600
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715145-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49300849,NE-49300849,CHESTERFIELD (OLD WHITTINGTON) COMBINED,2023-01-08T09:00:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",20,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY UWWTD MONITORING DATA,439300,374400
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715145-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49300849,NE-49300849,CHESTERFIELD (OLD WHITTINGTON) COMBINED,2023-01-08T09:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",1.9,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY UWWTD MONITORING DATA,439300,374400
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715137-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301208,NE-49301208,DRONFIELD WPC WORKS FINAL EFFLUENT,2023-01-08T09:00:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",22,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY UWWTD MONITORING DATA,436700,377900
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715137-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301208,NE-49301208,DRONFIELD WPC WORKS FINAL EFFLUENT,2023-01-08T09:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",2,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY UWWTD MONITORING DATA,436700,377900
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715446-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301553,NE-49301553,HOLMESFIELD TREATED SEWAGE EFFLUENT,2023-01-09T10:30:00,BOD ATU,BOD : 5 Day ATU,0085,"",6,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,432800,377900
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715446-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301553,NE-49301553,HOLMESFIELD TREATED SEWAGE EFFLUENT,2023-01-09T10:30:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,"",12,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,432800,377900
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715446-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301553,NE-49301553,HOLMESFIELD TREATED SEWAGE EFFLUENT,2023-01-09T10:30:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",2.3,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,432800,377900
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715143-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301809,NE-49301809,LONG LANE BRINSWORTH WPC WORKS FINAL,2023-01-08T09:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",16,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY UWWTD MONITORING DATA,443400,388800
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715143-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49301809,NE-49301809,LONG LANE BRINSWORTH WPC WORKS FINAL,2023-01-08T09:00:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",115,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY UWWTD MONITORING DATA,443400,388800
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715447-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49302129,NE-49302129,RENISHAW WPC WORKS FINAL EFFLUENT,2023-01-06T10:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",8,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,444800,378300
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715447-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49302129,NE-49302129,RENISHAW WPC WORKS FINAL EFFLUENT,2023-01-06T10:00:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,"",14,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,444800,378300
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715447-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49302129,NE-49302129,RENISHAW WPC WORKS FINAL EFFLUENT,2023-01-06T10:00:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,<,0.5,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,444800,378300
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715146-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49302238,NE-49302238,STAVELEY SEWAGE TREATMENT WORKS -TREATED,2023-01-08T09:00:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",27,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY UWWTD MONITORING DATA,444370,376610
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715146-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49302238,NE-49302238,STAVELEY SEWAGE TREATMENT WORKS -TREATED,2023-01-08T09:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",2,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY UWWTD MONITORING DATA,444370,376610
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715448-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49302434,NE-49302434,WOODALL WPC WORKS FINAL EFFLUENT,2023-01-09T08:40:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,"",6,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,447700,380500
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715448-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49302434,NE-49302434,WOODALL WPC WORKS FINAL EFFLUENT,2023-01-09T08:40:00,BOD ATU,BOD : 5 Day ATU,0085,"",3,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,447700,380500
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715448-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49302434,NE-49302434,WOODALL WPC WORKS FINAL EFFLUENT,2023-01-09T08:40:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",8.7,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,447700,380500
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715134-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49302437,NE-49302437,WOODHOUSE MILL WPC WORKS FINAL EFFLUENT,2023-01-08T09:00:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",46,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY UWWTD MONITORING DATA,443200,386000
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715134-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49302437,NE-49302437,WOODHOUSE MILL WPC WORKS FINAL EFFLUENT,2023-01-08T09:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",6,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY UWWTD MONITORING DATA,443200,386000
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715136-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49305217,NE-49305217,DRONFIELD CRUDE INLET,2023-01-08T09:00:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",917,"",mg/l,CRUDE SEWAGE,true,WATER QUALITY UWWTD MONITORING DATA,436590,377920
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715136-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49305217,NE-49305217,DRONFIELD CRUDE INLET,2023-01-08T09:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",309,"",mg/l,CRUDE SEWAGE,true,WATER QUALITY UWWTD MONITORING DATA,436590,377920
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715133-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49305219,NE-49305219,STAVELEY CRUDE INLET,2023-01-08T09:00:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",334,"",mg/l,CRUDE SEWAGE,true,WATER QUALITY UWWTD MONITORING DATA,444350,376460
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715133-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49305219,NE-49305219,STAVELEY CRUDE INLET,2023-01-08T09:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",131,"",mg/l,CRUDE SEWAGE,true,WATER QUALITY UWWTD MONITORING DATA,444350,376460
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715147-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49305224,NE-49305224,WOODHOUSE MILL CRUDE INLET,2023-01-08T09:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",186,"",mg/l,CRUDE SEWAGE,true,WATER QUALITY UWWTD MONITORING DATA,444320,485830
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715147-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49305224,NE-49305224,WOODHOUSE MILL CRUDE INLET,2023-01-08T09:00:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",495,"",mg/l,CRUDE SEWAGE,true,WATER QUALITY UWWTD MONITORING DATA,444320,485830
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715144-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49305226,NE-49305226,CHESTERFIELD (OLD WHITTGTN) CRUDE INLET,2023-01-08T09:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",207,"",mg/l,CRUDE SEWAGE,true,WATER QUALITY UWWTD MONITORING DATA,439150,374300
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715144-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49305226,NE-49305226,CHESTERFIELD (OLD WHITTGTN) CRUDE INLET,2023-01-08T09:00:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",566,"",mg/l,CRUDE SEWAGE,true,WATER QUALITY UWWTD MONITORING DATA,439150,374300
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715142-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49305227,NE-49305227,LONG LANE CRUDE INLET,2023-01-08T09:00:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",320,"",mg/l,CRUDE SEWAGE,true,WATER QUALITY UWWTD MONITORING DATA,443950,388890
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715142-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49305227,NE-49305227,LONG LANE CRUDE INLET,2023-01-08T09:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",145,"",mg/l,CRUDE SEWAGE,true,WATER QUALITY UWWTD MONITORING DATA,443950,388890
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715121-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400046,NE-49400046,CRINGLES CARAVAN PARK - SILSDEN,2023-01-09T13:25:00,BOD ATU,BOD : 5 Day ATU,0085,"",6,"",mg/l,FINAL SEWAGE EFFLUENT,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),405065,448303
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715121-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400046,NE-49400046,CRINGLES CARAVAN PARK - SILSDEN,2023-01-09T13:25:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,"",14,"",mg/l,FINAL SEWAGE EFFLUENT,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),405065,448303
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715121-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400046,NE-49400046,CRINGLES CARAVAN PARK - SILSDEN,2023-01-09T13:25:00,pH,pH,0061,"",7.71,"",phunits,FINAL SEWAGE EFFLUENT,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),405065,448303
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715121-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400046,NE-49400046,CRINGLES CARAVAN PARK - SILSDEN,2023-01-09T13:25:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",9.9,"",mg/l,FINAL SEWAGE EFFLUENT,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),405065,448303
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715121-7434,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400046,NE-49400046,CRINGLES CARAVAN PARK - SILSDEN,2023-01-09T13:25:00,NATGRIDREF,National Grid Reference : Whole : Field report,7434,"",1,"",unitless,FINAL SEWAGE EFFLUENT,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),405065,448303
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715121-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400046,NE-49400046,CRINGLES CARAVAN PARK - SILSDEN,2023-01-09T13:25:00,Temp Water,Temperature of Water,0076,"",6.1,"",cel,FINAL SEWAGE EFFLUENT,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),405065,448303
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715121-0172,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400046,NE-49400046,CRINGLES CARAVAN PARK - SILSDEN,2023-01-09T13:25:00,Chloride Ion,Chloride,0172,"",130,"",mg/l,FINAL SEWAGE EFFLUENT,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),405065,448303
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715121-0664,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400046,NE-49400046,CRINGLES CARAVAN PARK - SILSDEN,2023-01-09T13:25:00,Oil & Grs Vs,"Visible oil or grease, significant trace: Present/Not found (1/0)",0664,"",0,"",pres/nf,FINAL SEWAGE EFFLUENT,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),405065,448303
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715121-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400046,NE-49400046,CRINGLES CARAVAN PARK - SILSDEN,2023-01-09T13:25:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",61,"",mg/l,FINAL SEWAGE EFFLUENT,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),405065,448303
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715121-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400046,NE-49400046,CRINGLES CARAVAN PARK - SILSDEN,2023-01-09T13:25:00,Cond @ 25C,Conductivity at 25 C,0077,"",1160,"",us/cm,FINAL SEWAGE EFFLUENT,false,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),405065,448303
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715426-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400068,NE-49400068,AIREDALE(CASTLEFORD) WPC WORKS FINAL,2023-01-09T11:30:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,"",12,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,446800,427100
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715426-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400068,NE-49400068,AIREDALE(CASTLEFORD) WPC WORKS FINAL,2023-01-09T11:30:00,BOD ATU,BOD : 5 Day ATU,0085,"",3,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,446800,427100
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715426-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400068,NE-49400068,AIREDALE(CASTLEFORD) WPC WORKS FINAL,2023-01-09T11:30:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,<,0.5,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,446800,427100
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715465-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400453,NE-49400453,HARDEN BECK AT BECKFOOT,2023-01-23T12:41:00,Nitrate-N,Nitrate as N,0117,"",2.69,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),410501,438450
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715465-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400453,NE-49400453,HARDEN BECK AT BECKFOOT,2023-01-23T12:41:00,NH3 un-ion,Ammonia un-ionised as N,0119,<,0.00024,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),410501,438450
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715465-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400453,NE-49400453,HARDEN BECK AT BECKFOOT,2023-01-23T12:41:00,Cond @ 25C,Conductivity at 25 C,0077,"",281,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),410501,438450
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715465-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400453,NE-49400453,HARDEN BECK AT BECKFOOT,2023-01-23T12:41:00,pH,pH,0061,"",7.81,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),410501,438450
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715465-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400453,NE-49400453,HARDEN BECK AT BECKFOOT,2023-01-23T12:41:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",2.7,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),410501,438450
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715465-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400453,NE-49400453,HARDEN BECK AT BECKFOOT,2023-01-23T12:41:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",45,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),410501,438450
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715465-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400453,NE-49400453,HARDEN BECK AT BECKFOOT,2023-01-23T12:41:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,<,0.03,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),410501,438450
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715465-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400453,NE-49400453,HARDEN BECK AT BECKFOOT,2023-01-23T12:41:00,Nitrite-N,Nitrite as N,0118,"",0.011,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),410501,438450
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715465-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400453,NE-49400453,HARDEN BECK AT BECKFOOT,2023-01-23T12:41:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",101.7,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),410501,438450
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715465-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400453,NE-49400453,HARDEN BECK AT BECKFOOT,2023-01-23T12:41:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",13.1,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),410501,438450
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715465-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400453,NE-49400453,HARDEN BECK AT BECKFOOT,2023-01-23T12:41:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.036,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),410501,438450
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715465-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400453,NE-49400453,HARDEN BECK AT BECKFOOT,2023-01-23T12:41:00,Temp Water,Temperature of Water,0076,"",4.7,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),410501,438450
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715466-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400457,NE-49400457,HARDEN BECK AT HARDEN.,2023-01-23T12:14:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",0.046,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),408834,437814
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715466-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400457,NE-49400457,HARDEN BECK AT HARDEN.,2023-01-23T12:14:00,Nitrite-N,Nitrite as N,0118,"",0.019,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),408834,437814
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715466-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400457,NE-49400457,HARDEN BECK AT HARDEN.,2023-01-23T12:14:00,Temp Water,Temperature of Water,0076,"",4.4,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),408834,437814
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715466-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400457,NE-49400457,HARDEN BECK AT HARDEN.,2023-01-23T12:14:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.045,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),408834,437814
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715466-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400457,NE-49400457,HARDEN BECK AT HARDEN.,2023-01-23T12:14:00,Nitrate-N,Nitrate as N,0117,"",2.98,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),408834,437814
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715466-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400457,NE-49400457,HARDEN BECK AT HARDEN.,2023-01-23T12:14:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",13.1,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),408834,437814
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715466-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400457,NE-49400457,HARDEN BECK AT HARDEN.,2023-01-23T12:14:00,Cond @ 25C,Conductivity at 25 C,0077,"",284,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),408834,437814
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715466-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400457,NE-49400457,HARDEN BECK AT HARDEN.,2023-01-23T12:14:00,NH3 un-ion,Ammonia un-ionised as N,0119,"",0.0004,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),408834,437814
